x;y;z;time
-0,65; 5,66; 7,43; 2891659588
-0,62; 5,83; 7,33; 2891659607
-0,31; 6,14; 7,29; 2891659628
-0,29; 6,29; 7,31; 2891659647
-0,68; 6,24; 7,22; 2891659667
-1,04; 6,12; 7,41; 2891659688
-0,96; 6,17; 8,20; 2891659704
-0,68; 6,34; 8,91; 2891659726
-0,42; 6,56; 9,57; 2891659744
-0,17; 6,70; 9,63; 2891659762
-0,39; 6,63; 9,11; 2891659783
-0,89; 6,58; 8,62; 2891659803
-1,21; 6,81; 7,60; 2891659821
-0,83; 6,67; 7,12; 2891659840
-0,61; 6,46; 8,24; 2891659861
-0,67; 6,00; 9,72; 2891659879
-0,84; 5,30; 10,09; 2891659899
-1,32; 5,05; 8,56; 2891659921
-1,60; 5,01; 7,26; 2891659937
-1,51; 4,79; 7,73; 2891659957
-1,14; 4,68; 8,91; 2891659977
-0,66; 4,66; 9,47; 2891659995
-0,06; 4,86; 8,90; 2891660022
0,28; 5,17; 7,51; 2891660039
0,30; 5,36; 6,83; 2891660055
0,14; 5,35; 6,79; 2891660073
-0,06; 5,16; 7,27; 2891660093
-0,08; 5,07; 7,84; 2891660112
-0,01; 5,10; 8,33; 2891660131
-0,03; 5,07; 8,77; 2891660152
-0,50; 4,77; 9,05; 2891660172
-1,09; 4,33; 8,93; 2891660188
-1,48; 4,16; 8,44; 2891660207
-1,45; 4,40; 7,86; 2891660229
-1,03; 4,87; 7,40; 2891660248
-0,58; 5,38; 7,13; 2891660272
-0,26; 5,81; 7,23; 2891660289
0,07; 6,02; 7,39; 2891660305
0,28; 6,17; 7,58; 2891660325
0,35; 6,30; 7,84; 2891660345
0,24; 6,30; 8,10; 2891660364
0,01; 6,31; 8,20; 2891660383
-0,25; 6,39; 8,27; 2891660403
-0,52; 6,35; 8,31; 2891660422
-0,83; 6,22; 8,18; 2891660442
-1,05; 6,15; 7,87; 2891660462
-1,16; 6,16; 7,60; 2891660481
-1,20; 6,10; 7,65; 2891660499
-1,24; 6,08; 7,98; 2891660522
-1,40; 6,29; 8,29; 2891660539
-1,70; 7,05; 8,17; 2891660559
-0,89; 7,37; 6,80; 2891660577
-0,51; 7,35; 6,89; 2891660597
-0,57; 6,93; 8,36; 2891660623
-0,36; 5,60; 10,36; 2891660638
-0,37; 4,79; 10,61; 2891660656
-0,13; 4,71; 9,42; 2891660674
0,28; 4,95; 8,38; 2891660694
0,65; 5,37; 7,51; 2891660714
0,59; 5,65; 6,37; 2891660732
0,11; 5,39; 6,14; 2891660753
-0,16; 4,97; 7,45; 2891660773
-0,31; 4,69; 8,46; 2891660792
-0,49; 4,56; 8,17; 2891660810
-0,54; 4,78; 7,35; 2891660830
-0,45; 5,26; 7,25; 2891660847
-0,52; 5,61; 7,81; 2891660869
-0,85; 5,80; 8,31; 2891660889
-0,91; 5,96; 8,47; 2891660907
-0,61; 6,22; 8,36; 2891660927
-0,35; 6,49; 7,92; 2891660947
-0,32; 6,43; 7,70; 2891660965
-0,50; 6,19; 8,00; 2891660990
-0,76; 5,90; 8,27; 2891661006
-1,13; 5,51; 8,19; 2891661023
-1,60; 5,22; 7,62; 2891661044
-1,75; 5,12; 7,04; 2891661062
-1,51; 5,31; 7,02; 2891661082
-1,09; 5,57; 7,42; 2891661106
-0,69; 5,80; 7,82; 2891661121
-0,49; 5,96; 8,09; 2891661139
-0,52; 6,00; 8,16; 2891661160
-0,48; 6,20; 8,07; 2891661178
-0,27; 6,53; 8,03; 2891661199
0,33; 6,79; 8,29; 2891661223
0,83; 6,73; 8,78; 2891661239
0,62; 6,29; 9,41; 2891661256
-0,42; 5,97; 9,52; 2891661276
-0,72; 5,94; 7,88; 2891661295
-0,41; 6,19; 8,05; 2891661314
-0,77; 6,50; 8,68; 2891661333
-0,97; 5,60; 9,60; 2891661353
-1,19; 4,81; 9,62; 2891661373
-1,48; 4,77; 8,97; 2891661393
-1,17; 5,09; 9,10; 2891661413
-0,64; 5,41; 9,30; 2891661430
-0,26; 5,65; 8,90; 2891661450
0,48; 5,78; 7,69; 2891661473
0,60; 5,85; 6,47; 2891661488
0,12; 5,62; 6,54; 2891661508
-0,33; 5,23; 7,52; 2891661528
-0,49; 4,99; 7,98; 2891661548
-0,71; 4,84; 7,76; 2891661567
-0,95; 4,64; 7,61; 2891661586
-1,07; 4,49; 7,82; 2891661607
-1,05; 4,36; 8,22; 2891661624
-0,99; 4,19; 8,45; 2891661645
-1,01; 4,16; 8,50; 2891661664
-0,93; 4,39; 8,12; 2891661682
-0,88; 4,83; 7,49; 2891661703
-0,88; 5,21; 6,96; 2891661723
-0,77; 5,47; 7,03; 2891661742
-0,54; 5,75; 7,49; 2891661761
-0,30; 5,95; 7,98; 2891661781
-0,01; 6,18; 8,43; 2891661800
0,09; 6,43; 8,65; 2891661817
0,07; 6,56; 8,64; 2891661838
-0,06; 6,47; 8,65; 2891661858
-0,20; 6,32; 8,64; 2891661877
-0,35; 6,22; 8,14; 2891661897
-0,57; 6,02; 7,80; 2891661915
-0,75; 5,91; 8,12; 2891661940
-0,92; 6,07; 8,20; 2891661958
-1,35; 6,61; 8,18; 2891661974
-1,19; 7,29; 6,91; 2891661995
-0,61; 7,31; 6,29; 2891662013
-0,70; 6,61; 8,29; 2891662033
-0,00; 5,33; 11,11; 2891662057
-0,07; 4,71; 12,64; 2891662074
-0,50; 4,79; 10,91; 2891662090
-0,55; 4,77; 8,93; 2891662108
-0,27; 4,93; 7,86; 2891662128
0,11; 5,20; 6,86; 2891662149
0,30; 5,22; 6,09; 2891662168
0,18; 4,83; 6,81; 2891662188
0,08; 4,43; 8,18; 2891662207
-0,06; 4,18; 8,78; 2891662226
-0,32; 4,18; 8,17; 2891662246
-0,59; 4,40; 7,36; 2891662266
-1,00; 4,58; 7,75; 2891662284
-1,20; 4,70; 8,85; 2891662303
-1,09; 5,03; 9,67; 2891662323
-0,57; 5,44; 9,56; 2891662342
-0,12; 5,80; 8,83; 2891662362
0,23; 6,08; 8,10; 2891662382
0,43; 6,20; 7,59; 2891662400
0,23; 6,14; 7,10; 2891662423
-0,20; 5,90; 6,74; 2891662440
-0,72; 5,53; 6,65; 2891662457
-1,26; 5,21; 6,63; 2891662478
-1,41; 5,33; 7,15; 2891662497
-0,61; 5,89; 7,84; 2891662518
0,05; 6,39; 7,91; 2891662535
0,34; 6,73; 8,08; 2891662554
0,25; 6,83; 8,47; 2891662575
0,00; 6,61; 8,74; 2891662594
-0,29; 6,41; 8,77; 2891662615
-0,52; 6,46; 8,37; 2891662633
-0,66; 6,55; 8,10; 2891662653
-0,78; 6,46; 7,92; 2891662675
-1,20; 6,46; 8,04; 2891662691
-1,58; 6,65; 6,91; 2891662711
-1,48; 6,38; 5,74; 2891662730
-1,68; 6,16; 7,21; 2891662749
-1,08; 5,76; 10,01; 2891662769
-0,64; 5,32; 12,16; 2891662791
-0,53; 5,22; 11,95; 2891662808
-0,74; 5,13; 10,16; 2891662826
-1,13; 4,76; 9,99; 2891662847
-1,53; 4,52; 10,11; 2891662867
-1,10; 4,59; 8,98; 2891662886
-0,06; 5,08; 7,35; 2891662909
0,33; 5,49; 6,31; 2891662926
0,06; 5,41; 6,64; 2891662944
-0,20; 5,03; 7,79; 2891662963
-0,48; 4,80; 8,40; 2891662983
-0,89; 4,66; 8,30; 2891663002
-1,23; 4,56; 7,97; 2891663022
-1,22; 4,67; 7,86; 2891663042
-1,03; 4,87; 8,07; 2891663061
-0,88; 5,03; 8,33; 2891663080
-0,57; 5,14; 8,24; 2891663100
-0,38; 5,41; 7,91; 2891663119
-0,33; 5,67; 7,32; 2891663142
-0,44; 5,84; 6,65; 2891663159
-0,58; 5,95; 6,23; 2891663176
-0,66; 6,08; 6,44; 2891663195
-0,69; 6,15; 6,72; 2891663217
-0,71; 6,22; 6,76; 2891663235
-0,78; 6,29; 6,83; 2891663259
-0,77; 6,42; 7,06; 2891663276
-0,89; 6,48; 7,24; 2891663292
-0,95; 6,52; 7,44; 2891663313
-0,84; 6,70; 8,00; 2891663333
-0,38; 6,88; 8,67; 2891663351
0,11; 7,03; 8,94; 2891663370
0,28; 7,11; 9,01; 2891663390
0,22; 6,95; 8,99; 2891663408
-0,19; 6,69; 8,88; 2891663428
-0,59; 7,21; 7,88; 2891663448
-0,07; 7,02; 5,93; 2891663468
-0,98; 6,69; 6,41; 2891663487
-1,30; 6,45; 7,63; 2891663506
-0,30; 5,99; 9,65; 2891663526
0,26; 5,98; 10,37; 2891663544
0,74; 6,47; 9,60; 2891663563
0,73; 6,44; 8,73; 2891663583
0,28; 6,05; 8,23; 2891663602
0,03; 5,55; 7,74; 2891663621
0,14; 4,83; 7,73; 2891663644
0,25; 4,40; 7,49; 2891663661
0,19; 4,40; 7,12; 2892016127
-0,01; 4,48; 7,02; 2892016162
-0,19; 4,30; 7,13; 2892016180
-0,48; 4,17; 7,18; 2892016187
-0,69; 4,14; 7,37; 2892016206
-0,70; 4,30; 7,90; 2892016226
-0,41; 4,44; 8,35; 2892016244
-0,16; 4,65; 8,65; 2892016267
0,18; 4,97; 8,72; 2892016284
0,39; 5,09; 8,75; 2892016302
0,38; 5,11; 8,82; 2892016322
-0,01; 5,16; 8,58; 2892016342
-0,29; 5,11; 8,43; 2892016361
-0,32; 5,11; 8,40; 2892016385
-0,26; 5,20; 8,71; 2892016401
-0,24; 5,20; 9,14; 2892016419
-0,11; 5,20; 9,78; 2892016439
0,07; 5,23; 9,82; 2892016457
0,10; 5,22; 9,39; 2892016477
0,15; 5,29; 8,99; 2892016500
0,38; 5,48; 8,54; 2892016517
0,39; 5,58; 8,03; 2892016535
0,31; 5,65; 7,77; 2892016556
0,31; 5,61; 7,92; 2892016576
0,15; 5,44; 8,02; 2892016593
-0,07; 5,39; 8,02; 2892016613
-0,06; 5,41; 8,12; 2892016632
-0,29; 5,39; 7,74; 2892016653
-0,33; 5,35; 7,59; 2892016672
0,21; 5,41; 8,02; 2892016691
0,43; 5,61; 8,07; 2892016711
0,40; 5,75; 7,91; 2892016734
0,63; 6,00; 8,02; 2892016751
