x;y;z;time
-2,16; 4,82; 8,08; 2892016187
-2,00; 4,77; 8,11; 2892016206
-1,66; 4,85; 8,08; 2892016226
-1,37; 4,99; 8,04; 2892016244
-1,27; 5,00; 8,18; 2892016267
-1,25; 4,99; 8,37; 2892016284
-1,36; 4,94; 8,52; 2892016302
-1,36; 4,91; 8,72; 2892016322
-1,10; 5,02; 8,89; 2892016342
-0,86; 5,12; 8,82; 2892016361
-0,73; 5,22; 8,59; 2892016385
-0,56; 5,30; 8,48; 2892016401
-0,37; 5,37; 8,43; 2892016419
-0,30; 5,47; 8,58; 2892016439
-0,46; 5,57; 7,85; 2892016457
-0,79; 5,60; 6,79; 2892016477
-0,63; 5,29; 7,55; 2892016500
-0,20; 5,46; 8,58; 2892016517
-0,13; 5,62; 8,61; 2892016535
