x;y;z;time
-1,66; 5,13; 7,41; 2891662342
-2,06; 5,01; 7,91; 2891662362
-2,23; 5,04; 8,26; 2891662382
-1,98; 5,35; 8,32; 2891662400
-1,44; 5,80; 8,33; 2891662423
-1,13; 6,08; 8,64; 2891662440
-0,90; 6,17; 8,86; 2891662457
-0,71; 6,29; 8,81; 2891662478
-0,64; 6,44; 8,58; 2891662497
-0,77; 6,55; 8,19; 2891662518
-1,07; 6,86; 7,55; 2891662535
-1,11; 6,91; 6,67; 2891662554
-1,17; 6,47; 7,42; 2891662575
-1,28; 6,04; 9,09; 2891662594
-1,35; 5,18; 10,79; 2891662615
-1,67; 4,68; 10,56; 2891662633
-1,98; 4,79; 8,62; 2891662653
-2,01; 4,91; 7,85; 2891662675
-1,99; 4,80; 8,85; 2891662691
-1,67; 4,62; 9,99; 2891662711
-1,02; 4,71; 9,47; 2891662730
-0,41; 5,02; 7,51; 2891662749
-0,33; 5,21; 6,34; 2891662769
-0,49; 5,22; 6,76; 2891662791
-0,66; 5,05; 7,79; 2891662808
-1,05; 4,81; 8,49; 2891662826
-1,50; 4,66; 8,85; 2891662847
-1,69; 4,59; 8,66; 2891662867
-1,55; 4,57; 8,36; 2891662886
-1,36; 4,73; 8,21; 2891662909
-1,22; 4,87; 8,18; 2891662926
-1,06; 4,92; 8,37; 2891662944
-0,92; 4,97; 8,20; 2891662963
-0,79; 5,13; 8,10; 2891662983
-0,81; 5,28; 7,98; 2891663002
-0,91; 5,33; 7,44; 2891663022
-1,04; 5,33; 7,21; 2891663042
-0,95; 5,42; 7,33; 2891663061
-0,79; 5,59; 7,65; 2891663080
-0,77; 5,78; 7,91; 2891663100
-0,85; 5,88; 8,05; 2891663119
-0,95; 5,88; 8,39; 2891663142
-1,08; 5,85; 8,71; 2891663159
-1,24; 5,86; 8,73; 2891663176
-1,19; 5,83; 8,69; 2891663195
-1,03; 5,89; 8,60; 2891663217
-0,98; 6,01; 8,53; 2891663235
-1,13; 6,17; 8,54; 2891663259
-1,29; 6,81; 7,74; 2891663276
-0,57; 6,87; 5,85; 2891663292
-1,19; 6,64; 6,34; 2891663313
-1,42; 6,09; 7,73; 2891663333
-0,85; 5,12; 9,84; 2891663351
-0,70; 5,27; 10,38; 2891663370
-0,56; 5,79; 9,17; 2891663390
-0,28; 5,75; 8,50; 2891663408
-0,14; 5,63; 8,53; 2891663428
-0,04; 5,29; 8,55; 2891663448
-0,08; 4,68; 8,53; 2891663468
-0,23; 4,40; 8,32; 2891663487
-0,41; 4,33; 8,11; 2891663506
-0,65; 4,20; 8,20; 2891663526
-1,03; 4,17; 8,25; 2891663544
-1,33; 4,11; 8,29; 2891663563
-1,35; 4,04; 8,80; 2891663583
-1,12; 4,24; 9,34; 2891663602
-0,80; 4,65; 9,08; 2891663621
-0,52; 4,95; 8,32; 2891663644
-0,34; 5,13; 8,01; 2891663661
-0,31; 5,20; 8,11; 2892016127
-0,32; 5,24; 8,07; 2892016162
-0,54; 5,28; 7,91; 2892016180
-0,98; 5,26; 7,65; 2892016187
-1,22; 5,35; 7,33; 2892016206
-1,24; 5,49; 7,26; 2892016226
-1,08; 5,68; 7,74; 2892016244
-0,89; 5,72; 8,38; 2892016267
-0,90; 5,61; 8,99; 2892016284
-1,00; 5,44; 9,21; 2892016302
-1,08; 5,43; 9,00; 2892016322
-0,87; 5,58; 8,58; 2892016342
-0,65; 5,67; 8,18; 2892016361
-0,61; 5,69; 7,99; 2892016385
-0,59; 5,69; 7,99; 2892016401
-0,49; 5,66; 7,73; 2892016419
-0,56; 5,67; 7,19; 2892016439
-0,53; 5,77; 6,90; 2892016457
-0,56; 5,78; 6,94; 2892016477
-0,80; 5,56; 7,34; 2892016500
-1,02; 5,47; 7,85; 2892016517
-1,07; 5,60; 8,20; 2892016535
-0,99; 5,67; 8,46; 2892016556
-0,89; 5,63; 8,82; 2892016576
-0,92; 5,62; 8,77; 2892016593
-1,00; 5,56; 8,47; 2892016613
-0,80; 5,61; 8,28; 2892016632
-0,72; 5,67; 8,19; 2892016653
-0,87; 5,68; 8,03; 2892016672
-0,99; 5,53; 8,11; 2892016691
-1,15; 5,35; 8,23; 2892016711
-1,26; 5,26; 8,00; 2892016734
-1,15; 5,35; 7,90; 2892016751
-1,15; 5,47; 7,92; 2892016769
-1,14; 5,49; 8,14; 2892016788
-1,03; 5,57; 8,47; 2892016808
-0,96; 5,67; 8,86; 2892016827
-0,88; 5,70; 8,83; 2892016852
-0,65; 5,84; 8,45; 2892016869
-0,43; 5,98; 8,31; 2892016885
-0,37; 5,99; 8,34; 2892016904
-0,63; 5,87; 8,24; 2892016924
-0,93; 5,63; 8,10; 2892016944
-1,10; 5,52; 7,91; 2892016963
-1,13; 5,50; 7,95; 2892016983
-1,16; 5,46; 8,04; 2892017001
-1,37; 5,39; 7,65; 2892017021
-1,89; 5,36; 6,87; 2892017041
-1,52; 5,25; 7,75; 2892017060
-1,09; 5,46; 8,51; 2892017078
-1,07; 5,61; 8,82; 2892017102
-1,00; 5,80; 8,40; 2892017119
