x;y;z;time
-0,28; 5,92; 9,71; 2891658580
0,14; 6,52; 8,90; 2891658602
0,29; 6,52; 8,13; 2891658619
0,08; 6,21; 8,11; 2891658637
-0,25; 5,82; 8,27; 2891658657
-0,31; 5,39; 8,26; 2891658677
-0,18; 4,92; 8,11; 2891658695
-0,25; 4,72; 7,81; 2891658716
-0,42; 4,75; 7,58; 2891658736
-0,68; 4,81; 7,14; 2891658755
-0,97; 4,82; 6,71; 2891658774
-1,22; 4,89; 6,62; 2891658793
-1,38; 5,07; 6,95; 2891658812
-1,31; 5,36; 7,78; 2891658831
-0,69; 5,73; 8,50; 2891658852
-0,21; 6,13; 8,49; 2891658871
0,09; 6,43; 8,06; 2891658891
0,16; 6,54; 7,58; 2891658910
0,04; 6,60; 6,93; 2891658927
-0,12; 6,52; 6,67; 2891658953
-0,60; 6,23; 6,96; 2891658969
-1,06; 5,83; 7,33; 2891658986
-1,38; 5,51; 7,27; 2891659007
-1,65; 5,40; 7,15; 2891659026
-1,73; 5,50; 7,09; 2891659045
-1,57; 5,84; 7,50; 2891659064
-1,22; 6,25; 7,81; 2891659088
-0,94; 6,62; 7,80; 2891659102
-0,66; 7,02; 7,96; 2891659123
-0,26; 7,22; 8,04; 2891659141
0,02; 7,22; 8,12; 2891659162
0,13; 7,20; 8,53; 2891659187
-0,16; 7,07; 9,08; 2891659204
-0,80; 7,18; 8,14; 2891659219
-0,73; 6,99; 7,11; 2891659238
-0,71; 6,92; 7,77; 2891659258
-0,76; 6,54; 9,30; 2891659278
-0,49; 5,88; 10,57; 2891659304
-0,28; 5,70; 9,87; 2891659319
-0,49; 5,63; 8,79; 2891659335
-0,53; 5,29; 9,16; 2891659355
-0,42; 5,18; 9,56; 2891659375
-0,23; 5,30; 8,65; 2891659393
0,13; 5,45; 7,22; 2891659413
0,02; 5,42; 6,42; 2891659437
-0,32; 5,15; 6,73; 2891659454
-0,48; 4,94; 7,43; 2891659471
-0,47; 4,82; 7,78; 2891659492
-0,60; 4,75; 7,88; 2891659511
-0,77; 4,90; 7,96; 2891659529
-0,89; 4,98; 7,89; 2891659550
-1,09; 4,96; 7,95; 2891659568
-1,08; 5,01; 8,19; 2891659588
-0,80; 5,08; 8,43; 2891659607
-0,47; 5,34; 8,16; 2891659628
-0,42; 5,68; 7,54; 2891659647
-0,58; 5,81; 6,94; 2891659667
-0,54; 5,90; 6,73; 2891659688
-0,32; 6,13; 6,75; 2891659704
-0,15; 6,34; 6,94; 2891659726
-0,10; 6,44; 7,28; 2891659744
-0,16; 6,55; 7,67; 2891659762
-0,27; 6,60; 7,87; 2891659783
-0,33; 6,53; 7,97; 2891659803
-0,47; 6,56; 7,99; 2891659821
-0,59; 6,55; 8,01; 2891659840
-0,58; 6,50; 8,10; 2891659861
-0,59; 6,49; 7,93; 2891659879
-0,67; 6,49; 7,58; 2891659899
-0,72; 6,45; 7,26; 2891659921
-0,62; 6,61; 7,17; 2891659937
-0,77; 7,07; 7,48; 2891659957
-0,51; 7,61; 6,28; 2891659977
-0,28; 7,42; 5,76; 2891659995
-1,05; 6,87; 7,56; 2891660022
-0,56; 5,71; 10,34; 2891660039
-0,25; 5,16; 12,56; 2891660055
-0,11; 5,84; 11,30; 2891660073
-0,14; 6,23; 9,09; 2891660093
0,03; 6,23; 8,29; 2891660112
0,25; 6,19; 7,85; 2891660131
0,40; 5,74; 7,72; 2891660152
0,28; 5,11; 8,07; 2891660172
0,06; 4,77; 8,01; 2891660188
-0,18; 4,72; 7,31; 2891660207
-0,56; 4,75; 6,42; 2891660229
-1,01; 4,92; 5,98; 2891660248
-1,24; 5,12; 6,51; 2891660272
-1,18; 5,22; 7,63; 2891660289
-1,09; 5,36; 8,52; 2891660305
-0,93; 5,62; 8,71; 2891660325
-0,45; 5,91; 8,37; 2891660345
-0,11; 6,08; 7,95; 2891660364
0,05; 6,15; 7,64; 2891660383
-0,03; 6,13; 7,40; 2891660403
-0,35; 5,97; 7,27; 2891660422
-0,66; 5,85; 7,00; 2891660442
-0,85; 5,90; 6,68; 2891660462
-0,90; 5,92; 6,52; 2891660481
-1,04; 5,87; 6,83; 2891660499
-1,06; 5,87; 7,36; 2891660522
-0,90; 6,07; 7,53; 2891660539
-0,78; 6,41; 7,38; 2891660559
-0,63; 6,67; 7,63; 2891660577
-0,50; 6,92; 7,92; 2891660597
-0,39; 7,14; 8,02; 2891660623
-0,18; 7,36; 7,85; 2891660638
-0,05; 7,50; 7,83; 2891660656
-0,05; 7,51; 8,23; 2891660674
-0,41; 7,62; 8,46; 2891660694
-0,37; 7,55; 7,08; 2891660714
-0,22; 7,51; 7,17; 2891660732
-0,37; 7,21; 8,79; 2891660753
-0,37; 6,25; 10,73; 2891660773
-0,51; 5,55; 10,58; 2891660792
-0,82; 5,43; 8,95; 2891660810
-0,90; 5,29; 8,32; 2891660830
-0,97; 5,13; 8,85; 2891660847
-0,93; 5,25; 9,04; 2891660869
-0,42; 5,53; 8,14; 2891660889
0,23; 5,82; 6,99; 2891660907
0,58; 5,96; 6,53; 2891660927
0,48; 5,80; 6,82; 2891660947
0,02; 5,45; 7,19; 2891660965
-0,52; 5,16; 7,36; 2891660990
-0,93; 5,05; 7,52; 2891661006
-1,07; 5,05; 7,93; 2891661023
-1,08; 5,00; 8,21; 2891661044
-0,90; 4,95; 8,19; 2891661062
-0,69; 5,13; 8,13; 2891661082
-0,33; 5,40; 7,80; 2891661106
-0,22; 5,59; 7,49; 2891661121
-0,35; 5,65; 7,20; 2891661139
-0,56; 5,72; 6,99; 2891661160
-0,56; 5,85; 7,00; 2891661178
-0,59; 5,88; 7,06; 2891661199
-0,74; 5,85; 7,25; 2891661223
-0,78; 5,89; 7,44; 2891661239
-0,62; 6,12; 7,73; 2891661256
-0,46; 6,41; 7,97; 2891661276
-0,51; 6,56; 7,94; 2891661295
-0,67; 6,64; 7,86; 2891661314
-0,66; 6,79; 7,85; 2891661333
-0,47; 6,90; 7,72; 2891661353
-0,34; 7,02; 7,38; 2891661373
-0,38; 6,98; 7,31; 2891661393
-0,62; 6,89; 7,39; 2891661413
-0,96; 7,11; 7,68; 2891661430
-0,84; 7,39; 6,45; 2891661450
-0,88; 7,01; 6,14; 2891661473
-1,39; 6,34; 7,64; 2891661488
-0,86; 5,26; 10,11; 2891661508
-0,38; 4,99; 11,66; 2891661528
-0,13; 5,95; 10,32; 2891661548
0,25; 6,33; 8,45; 2891661567
0,52; 6,44; 7,75; 2891661586
0,41; 6,46; 7,49; 2891661607
0,58; 6,17; 7,42; 2891661624
0,78; 5,84; 7,70; 2891661645
0,76; 5,64; 7,98; 2891661664
0,35; 5,36; 7,77; 2891661682
-0,41; 5,11; 7,30; 2891661703
-1,11; 5,02; 6,77; 2891661723
-1,65; 5,00; 6,65; 2891661742
-1,78; 5,09; 6,99; 2891661761
-1,42; 5,20; 7,74; 2891661781
-0,83; 5,45; 8,53; 2891661800
-0,31; 5,76; 8,94; 2891661817
-0,08; 6,02; 8,60; 2891661838
-0,04; 6,16; 7,76; 2891661858
-0,17; 6,33; 7,05; 2891661877
-0,26; 6,43; 6,72; 2891661897
-0,39; 6,41; 6,58; 2891661915
-0,73; 6,27; 6,41; 2891661940
-1,04; 6,07; 6,37; 2891661958
-1,17; 6,03; 6,58; 2891661974
-1,26; 6,08; 6,85; 2891661995
-1,18; 6,24; 7,17; 2891662013
-1,08; 6,44; 7,48; 2891662033
-1,06; 6,58; 7,83; 2891662057
-1,06; 6,64; 8,15; 2891662074
-0,95; 6,69; 8,28; 2891662090
-0,76; 6,75; 8,43; 2891662108
-0,58; 6,78; 8,69; 2891662128
-0,65; 6,70; 8,92; 2891662149
-0,93; 7,06; 8,64; 2891662168
-0,67; 7,21; 7,19; 2891662188
-0,17; 7,27; 7,72; 2891662207
-0,12; 7,15; 9,08; 2891662226
-0,31; 6,20; 10,59; 2891662246
-0,78; 5,38; 10,37; 2891662266
-1,59; 5,01; 8,87; 2891662284
-1,61; 4,93; 8,19; 2891662303
-0,78; 5,25; 8,97; 2891662323
0,01; 5,69; 9,33; 2891662342
0,43; 5,92; 7,84; 2891662362
0,34; 5,95; 6,14; 2891662382
0,02; 5,93; 5,41; 2891662400
-0,17; 5,80; 6,25; 2891662423
-0,07; 5,50; 7,68; 2891662440
-0,23; 5,20; 8,60; 2891662457
-0,57; 4,92; 8,96; 2891662478
-1,06; 4,65; 8,80; 2891662497
-1,37; 4,45; 8,69; 2891662518
-1,27; 4,58; 8,53; 2891662535
-0,99; 5,02; 8,08; 2891662554
-0,64; 5,42; 7,49; 2891662575
-0,41; 5,74; 7,05; 2891662594
-0,29; 6,00; 6,91; 2891662615
-0,21; 6,25; 6,74; 2891662633
0,01; 6,54; 6,47; 2891662653
0,30; 6,83; 6,64; 2891662675
0,40; 6,91; 7,09; 2891662691
0,18; 6,81; 7,60; 2891662711
-0,19; 6,63; 7,79; 2891662730
-0,48; 6,49; 7,88; 2891662749
-0,60; 6,50; 7,74; 2891662769
-0,68; 6,47; 7,59; 2891662791
-0,73; 6,37; 7,67; 2891662808
-0,79; 6,35; 7,67; 2891662826
-0,71; 6,34; 7,52; 2891662847
-0,65; 6,31; 7,19; 2891662867
-0,60; 6,33; 7,17; 2891662886
-0,67; 6,28; 7,44; 2891662909
-0,84; 6,18; 7,66; 2891662926
-1,02; 6,25; 8,02; 2891662944
-1,34; 7,04; 7,95; 2891662963
-0,74; 7,14; 6,14; 2891662983
-0,94; 6,63; 6,42; 2891663002
-1,35; 6,20; 7,79; 2891663022
-0,85; 5,21; 10,24; 2891663042
-0,36; 5,08; 11,47; 2891663061
0,24; 5,81; 10,28; 2891663080
0,53; 6,43; 8,56; 2891663100
0,43; 6,46; 8,17; 2891663119
0,19; 6,14; 8,15; 2891663142
-0,06; 5,68; 7,69; 2891663159
-0,16; 5,13; 7,37; 2891663176
-0,08; 4,97; 7,31; 2891663195
-0,09; 5,08; 7,25; 2891663217
-0,26; 5,11; 7,30; 2891663235
-0,43; 5,24; 7,33; 2891663259
-0,39; 5,39; 7,09; 2891663276
-0,40; 5,28; 7,26; 2891663292
-0,43; 5,10; 7,97; 2891663313
-0,38; 4,87; 9,05; 2891663333
-0,21; 4,78; 9,76; 2891663351
0,06; 5,05; 9,59; 2891663370
0,32; 5,44; 8,89; 2891663390
0,55; 5,67; 8,19; 2891663408
0,68; 5,80; 7,77; 2891663428
0,53; 5,82; 7,82; 2891663448
0,40; 5,66; 8,00; 2891663468
0,27; 5,66; 8,12; 2891663487
0,11; 5,77; 8,08; 2891663506
-0,14; 5,68; 8,11; 2891663526
-0,21; 5,61; 8,30; 2891663544
0,01; 5,72; 8,41; 2891663563
0,26; 5,93; 8,44; 2891663583
0,35; 6,02; 8,61; 2891663602
0,38; 5,98; 8,61; 2891663621
0,41; 5,94; 8,44; 2891663644
0,50; 5,89; 8,20; 2891663661
0,35; 5,63; 8,10; 2892016127
0,05; 5,37; 8,10; 2892016162
-0,15; 5,50; 7,63; 2892016180
-0,27; 5,81; 6,99; 2892016187
-0,35; 5,92; 6,31; 2892016206
-0,61; 5,95; 6,00; 2892016226
-0,15; 5,89; 7,07; 2892016244
0,08; 6,15; 7,58; 2892016267
0,01; 6,36; 7,57; 2892016284
